copies,processors,dagster,tinisat
5,2,0.24396514892578125,0.24302935600280762
5,3,0.23201966285705566,0.24302935600280762
5,5,0.23189902305603027,0.24302935600280762
5,9,0.32390332221984863,0.24302935600280762
5,17,0.2680180072784424,0.24302935600280762
5,33,0.3118569850921631,0.24302935600280762
5,64,0.3838357925415039,0.24302935600280762
35,2,0.49994349479675293,0.666473388671875
35,3,0.3603065013885498,0.666473388671875
35,5,0.30365490913391113,0.666473388671875
35,9,0.29989099502563477,0.666473388671875
35,17,0.2799060344696045,0.666473388671875
35,33,0.3319230079650879,0.666473388671875
35,64,0.3879055976867676,0.666473388671875
65,2,0.7999253273010254,1.3370652198791504
65,3,0.4559483528137207,1.3370652198791504
65,5,0.38019847869873047,1.3370652198791504
65,9,0.3836328983306885,1.3370652198791504
65,17,0.3359999656677246,1.3370652198791504
65,33,0.3557765483856201,1.3370652198791504
65,64,0.3958868980407715,1.3370652198791504
95,2,1.0198862552642822,2.19842267036438
95,3,0.6920382976531982,2.19842267036438
95,5,0.4959113597869873,2.19842267036438
95,9,0.4242260456085205,2.19842267036438
95,17,0.3795783519744873,2.19842267036438
95,33,0.37985682487487793,2.19842267036438
95,64,0.4397919178009033,2.19842267036438
125,2,1.3480522632598877,3.497270107269287
125,3,0.8198802471160889,3.497270107269287
125,5,0.5879263877868652,3.497270107269287
125,9,0.476102352142334,3.497270107269287
125,17,0.435713529586792,3.497270107269287
125,33,0.42389822006225586,3.497270107269287
125,64,0.4879016876220703,3.497270107269287
155,2,1.6279189586639404,5.56085467338562
155,3,0.9479403495788574,5.56085467338562
155,5,0.6879768371582031,5.56085467338562
155,9,0.528186559677124,5.56085467338562
155,17,0.45158886909484863,5.56085467338562
155,33,0.4838080406188965,5.56085467338562
155,64,0.6158809661865234,5.56085467338562
185,2,1.87601900100708,7.62394905090332
185,3,1.0838510990142822,7.62394905090332
185,5,0.7719757556915283,7.62394905090332
185,9,0.6079721450805664,7.62394905090332
185,17,0.5038824081420898,7.62394905090332
185,33,0.5278332233428955,7.62394905090332
185,64,0.6358981132507324,7.62394905090332
215,2,2.1761200428009033,10.53851842880249
215,3,1.2757782936096191,10.53851842880249
215,5,0.9160397052764893,10.53851842880249
215,9,0.6878058910369873,10.53851842880249
215,17,0.571831226348877,10.53851842880249
215,33,0.5598914623260498,10.53851842880249
215,64,0.7398138046264648,10.53851842880249
245,2,2.5089409351348877,16.78675365447998
245,3,1.442943811416626,16.78675365447998
245,5,0.903996467590332,16.78675365447998
245,9,0.7518055438995361,16.78675365447998
245,17,0.643986701965332,16.78675365447998
245,33,0.6278040409088135,16.78675365447998
245,64,0.8998973369598389,16.78675365447998
275,2,2.8158211708068848,19.461107969284058
275,3,1.6039998531341553,19.461107969284058
275,5,1.0848820209503174,19.461107969284058
275,9,0.8029654026031494,19.461107969284058
275,17,0.7158310413360596,19.461107969284058
275,33,0.7037537097930908,19.461107969284058
275,64,0.915757417678833,19.461107969284058
305,2,3.1959927082061768,22.914547204971313
305,3,1.847804307937622,22.914547204971313
305,5,1.2120835781097412,22.914547204971313
305,9,0.9157416820526123,22.914547204971313
305,17,0.7637698650360107,22.914547204971313
305,33,0.820004940032959,22.914547204971313
305,64,1.06782865524292,22.914547204971313
335,2,3.471991539001465,32.49181389808655
335,3,1.9359185695648193,32.49181389808655
335,5,1.3320322036743164,32.49181389808655
335,9,1.0158717632293701,32.49181389808655
335,17,0.843914270401001,32.49181389808655
335,33,0.8878786563873291,32.49181389808655
335,64,1.2318437099456787,32.49181389808655
365,2,3.944037914276123,48.71308755874634
365,3,2.1600120067596436,48.71308755874634
365,5,1.4638807773590088,48.71308755874634
365,9,1.111943244934082,48.71308755874634
365,17,0.9357419013977051,48.71308755874634
365,33,0.9838967323303223,48.71308755874634
365,64,1.3358116149902344,48.71308755874634
395,2,4.203908920288086,50.806376457214355
395,3,2.3398611545562744,50.806376457214355
395,5,1.576080560684204,50.806376457214355
395,9,1.187931776046753,50.806376457214355
395,17,1.0158030986785889,50.806376457214355
395,33,1.0476994514465332,50.806376457214355
395,64,1.4758658409118652,50.806376457214355
425,2,4.559938192367554,72.44062423706055
425,3,2.527987480163574,72.44062423706055
425,5,1.695784091949463,72.44062423706055
425,9,1.2918617725372314,72.44062423706055
425,17,1.075974702835083,72.44062423706055
425,33,1.09187912940979,72.44062423706055
425,64,1.683760643005371,72.44062423706055
455,2,4.9240217208862305,86.70064616203308
455,3,2.7318201065063477,86.70064616203308
455,5,1.835960865020752,86.70064616203308
455,9,1.3116998672485352,86.70064616203308
455,17,1.1959552764892578,86.70064616203308
455,33,1.2516393661499023,86.70064616203308
455,64,1.812072515487671,86.70064616203308
485,2,5.307839393615723,116.8970685005188
485,3,2.932101249694824,116.8970685005188
485,5,1.9799435138702393,116.8970685005188
485,9,1.463871955871582,116.8970685005188
485,17,1.2078900337219238,116.8970685005188
485,33,1.3398394584655762,116.8970685005188
485,64,1.9517593383789062,116.8970685005188
515,2,5.61196494102478,110.24273562431335
515,3,3.1398348808288574,110.24273562431335
515,5,2.1160435676574707,110.24273562431335
515,9,1.5321054458618164,110.24273562431335
515,17,1.2955238819122314,110.24273562431335
515,33,1.3998034000396729,110.24273562431335
515,64,2.1998891830444336,110.24273562431335
545,2,6.032053232192993,117.88554382324219
545,3,3.3758697509765625,117.88554382324219
545,5,2.1119964122772217,117.88554382324219
545,9,1.6279375553131104,117.88554382324219
545,17,1.4357883930206299,117.88554382324219
545,33,1.5437493324279785,117.88554382324219
545,64,2.3918373584747314,117.88554382324219
575,2,6.451897621154785,178.90176391601562
575,3,3.5998828411102295,178.90176391601562
575,5,2.367979049682617,178.90176391601562
575,9,1.5878350734710693,178.90176391601562
575,17,1.483978509902954,178.90176391601562
575,33,1.6318297386169434,178.90176391601562
575,64,2.7077507972717285,178.90176391601562
605,2,6.75998854637146,197.50976657867432
605,3,3.839843988418579,197.50976657867432
605,5,2.47601318359375,197.50976657867432
605,9,1.8319425582885742,197.50976657867432
605,17,1.5998780727386475,197.50976657867432
605,33,1.7478008270263672,197.50976657867432
605,64,2.5878262519836426,197.50976657867432
635,2,7.255849361419678,279.76314783096313
635,3,4.0559234619140625,279.76314783096313
635,5,2.6398916244506836,279.76314783096313
635,9,1.9319720268249512,279.76314783096313
635,17,1.6638026237487793,279.76314783096313
635,33,1.871856689453125,279.76314783096313
635,64,3.0597686767578125,279.76314783096313
665,2,7.667986631393433,252.38716578483582
665,3,4.3078999519348145,252.38716578483582
665,5,2.7922210693359375,252.38716578483582
665,9,2.075652599334717,252.38716578483582
665,17,1.807739496231079,252.38716578483582
665,33,2.067591905593872,252.38716578483582
665,64,3.2719693183898926,252.38716578483582
695,2,8.10393738746643,289.26730489730835
695,3,4.555901765823364,289.26730489730835
695,5,2.8639578819274902,289.26730489730835
695,9,2.1638026237487793,289.26730489730835
695,17,1.9357881546020508,289.26730489730835
695,33,2.1436402797698975,289.26730489730835
695,64,3.4199180603027344,289.26730489730835
725,2,8.427911043167114,330.14001846313477
725,3,4.815846920013428,330.14001846313477
725,5,3.0959930419921875,330.14001846313477
725,9,2.287870407104492,330.14001846313477
725,17,2.0437560081481934,330.14001846313477
725,33,2.2958266735076904,330.14001846313477
725,64,3.7278668880462646,330.14001846313477
755,2,9.10808801651001,386.991726398468
755,3,5.136071443557739,386.991726398468
755,5,3.3037381172180176,386.991726398468
755,9,2.427945137023926,386.991726398468
755,17,2.1036341190338135,386.991726398468
755,33,2.3956780433654785,386.991726398468
755,64,4.044023036956787,386.991726398468
785,2,9.427945137023926,355.28632044792175
785,3,5.355868101119995,355.28632044792175
785,5,3.5115747451782227,355.28632044792175
785,9,2.552241325378418,355.28632044792175
785,17,2.239314556121826,355.28632044792175
785,33,2.58386492729187,355.28632044792175
785,64,4.3236916065216064,355.28632044792175
815,2,9.908613443374634,353.9080650806427
815,3,5.63498854637146,353.9080650806427
815,5,3.5919013023376465,353.9080650806427
815,9,2.6200125217437744,353.9080650806427
815,17,2.2956881523132324,353.9080650806427
815,33,2.651662588119507,353.9080650806427
815,64,4.5839760303497314,353.9080650806427
845,2,10.40357518196106,465.85806345939636
845,3,5.868457317352295,465.85806345939636
845,5,3.6794304847717285,465.85806345939636
845,9,2.8319363594055176,465.85806345939636
845,17,2.4557735919952393,465.85806345939636
845,33,2.807572364807129,465.85806345939636
845,64,4.915883541107178,465.85806345939636
875,2,10.855926036834717,505.660195350647
875,3,6.17239785194397,505.660195350647
875,5,4.027602434158325,505.660195350647
875,9,2.911752223968506,505.660195350647
875,17,2.6515889167785645,505.660195350647
875,33,2.972135305404663,505.660195350647
875,64,5.171990156173706,505.660195350647
905,2,11.199552536010742,594.0764138698578
905,3,6.399882793426514,594.0764138698578
905,5,4.139829874038696,594.0764138698578
905,9,3.087879180908203,594.0764138698578
905,17,2.7038142681121826,594.0764138698578
905,33,3.159910202026367,594.0764138698578
905,64,5.4916090965271,594.0764138698578
935,2,11.923947811126709,609.1007080078125
935,3,6.775913238525391,609.1007080078125
935,5,4.275783538818359,609.1007080078125
935,9,3.267861843109131,609.1007080078125
935,17,2.8358309268951416,609.1007080078125
935,33,3.363765239715576,609.1007080078125
935,64,6.107864856719971,609.1007080078125
965,2,12.111473560333252,924.1097221374512
965,3,7.0722715854644775,924.1097221374512
965,5,4.511521339416504,924.1097221374512
965,9,3.3517441749572754,924.1097221374512
965,17,2.9797351360321045,924.1097221374512
965,33,3.5437326431274414,924.1097221374512
965,64,6.21167516708374,924.1097221374512
995,2,12.62745189666748,876.087646484375
995,3,7.332068204879761,876.087646484375
995,5,4.675691843032837,876.087646484375
995,9,3.535860776901245,876.087646484375
995,17,3.1596412658691406,876.087646484375
995,33,3.7597203254699707,876.087646484375
995,64,6.668150186538696,876.087646484375
1025,2,13.352020025253296,930.858678817749
1025,3,7.575798988342285,930.858678817749
1025,5,4.939472913742065,930.858678817749
1025,9,3.664046049118042,930.858678817749
1025,17,3.295706272125244,930.858678817749
1025,33,3.959872007369995,930.858678817749
1025,64,6.935518503189087,930.858678817749
1055,2,13.667555332183838,1104.9690306186676
1055,3,7.919804096221924,1104.9690306186676
1055,5,5.159916877746582,1104.9690306186676
1055,9,3.8478446006774902,1104.9690306186676
1055,17,3.4880521297454834,1104.9690306186676
1055,33,4.155585289001465,1104.9690306186676
1055,64,7.432044982910156,1104.9690306186676
1085,2,14.128327369689941,773.0821800231934
1085,3,8.227935075759888,773.0821800231934
1085,5,5.367422819137573,773.0821800231934
1085,9,3.967956304550171,773.0821800231934
1085,17,3.5758919715881348,773.0821800231934
1085,33,4.239769697189331,773.0821800231934
1085,64,7.799659729003906,773.0821800231934
1115,2,14.76792025566101,1045.0802443027496
1115,3,8.451967477798462,1045.0802443027496
1115,5,5.575677394866943,1045.0802443027496
1115,9,4.136110782623291,1045.0802443027496
1115,17,3.7635793685913086,1045.0802443027496
1115,33,4.51564359664917,1045.0802443027496
1115,64,8.224225044250488,1045.0802443027496
1145,2,15.236669778823853,1231.8506455421448
1145,3,9.007685661315918,1231.8506455421448
1145,5,5.843392610549927,1231.8506455421448
1145,9,4.31184983253479,1231.8506455421448
1145,17,3.9679787158966064,1231.8506455421448
1145,33,4.783868312835693,1231.8506455421448
1145,64,8.615822076797485,1231.8506455421448
1175,2,15.703285932540894,1630.1696696281433
1175,3,9.10382080078125,1630.1696696281433
1175,5,6.059927225112915,1630.1696696281433
1175,9,4.491760730743408,1630.1696696281433
1175,17,4.0918238162994385,1630.1696696281433
1175,33,4.991960763931274,1630.1696696281433
1175,64,9.067675590515137,1630.1696696281433
1205,2,16.16350746154785,1444.2077057361603
1205,3,9.428290367126465,1444.2077057361603
1205,5,6.203525066375732,1444.2077057361603
1205,9,4.747924089431763,1444.2077057361603
1205,17,4.291687488555908,1444.2077057361603
1205,33,5.207628488540649,1444.2077057361603
1205,64,9.575873851776123,1444.2077057361603
1235,2,16.971848487854004,1516.7187676429749
1235,3,9.824275255203247,1516.7187676429749
1235,5,6.459565877914429,1516.7187676429749
1235,9,4.804018020629883,1516.7187676429749
1235,17,4.535633563995361,1516.7187676429749
1235,33,5.435957431793213,1516.7187676429749
1235,64,10.079696893692017,1516.7187676429749
1265,2,17.267833471298218,1463.213478565216
1265,3,10.240042448043823,1463.213478565216
1265,5,6.6914286613464355,1463.213478565216
1265,9,5.015714406967163,1463.213478565216
1265,17,4.703929662704468,1463.213478565216
1265,33,5.819787979125977,1463.213478565216
1265,64,10.467732429504395,1463.213478565216
1295,2,17.723926305770874,1457.724461555481
1295,3,10.500405550003052,1457.724461555481
1295,5,7.039413928985596,1457.724461555481
1295,9,5.223870277404785,1457.724461555481
1295,17,4.827590465545654,1457.724461555481
1295,33,5.947910308837891,1457.724461555481
1295,64,11.01191782951355,1457.724461555481
1325,2,18.26399803161621,1671.1992161273956
1325,3,10.876294374465942,1671.1992161273956
1325,5,7.219505071640015,1671.1992161273956
1325,9,5.391953945159912,1671.1992161273956
1325,17,4.983667612075806,1671.1992161273956
1325,33,6.21584153175354,1671.1992161273956
1325,64,11.471829891204834,1671.1992161273956
1355,2,19.03146767616272,2029.881376504898
1355,3,11.14042615890503,2029.881376504898
1355,5,7.411458253860474,2029.881376504898
1355,9,5.6598732471466064,2029.881376504898
1355,17,5.267685413360596,2029.881376504898
1355,33,6.455799579620361,2029.881376504898
1355,64,11.999954223632812,2029.881376504898
1385,2,19.675971031188965,1831.867416381836
1385,3,11.731831789016724,1831.867416381836
1385,5,7.775501489639282,1831.867416381836
1385,9,5.772037029266357,1831.867416381836
1385,17,5.423783302307129,1831.867416381836
1385,33,6.871642589569092,1831.867416381836
1385,64,12.576087951660156,1831.867416381836
1415,2,20.056047439575195,3549.8360936641693
1415,3,11.908249855041504,3549.8360936641693
1415,5,7.995492219924927,3549.8360936641693
1415,9,6.0601418018341064,3549.8360936641693
1415,17,5.587606906890869,3549.8360936641693
1415,33,7.095780372619629,3549.8360936641693
1415,64,13.168043375015259,3549.8360936641693
1445,2,20.76843762397766,2067.9131066799164
1445,3,12.347861528396606,2067.9131066799164
1445,5,8.083478450775146,2067.9131066799164
1445,9,6.179930686950684,2067.9131066799164
1445,17,5.835599422454834,2067.9131066799164
1445,33,7.339809417724609,2067.9131066799164
1445,64,13.656071186065674,2067.9131066799164
1475,2,21.24804449081421,2725.4126777648926
1475,3,12.516260623931885,2725.4126777648926
1475,5,8.487450361251831,2725.4126777648926
1475,9,6.383898019790649,2725.4126777648926
1475,17,6.107792854309082,2725.4126777648926
1475,33,7.719661474227905,2725.4126777648926
1475,64,14.196001291275024,2725.4126777648926
1505,2,22.064497232437134,2956.2979984283447
1505,3,13.147696495056152,2956.2979984283447
1505,5,8.93161416053772,2956.2979984283447
1505,9,6.759860038757324,2956.2979984283447
1505,17,6.471787214279175,2956.2979984283447
1505,33,8.43184518814087,2956.2979984283447
1505,64,15.300074338912964,2956.2979984283447
1535,2,22.571894645690918,3035.656102657318
1535,3,13.42841386795044,3035.656102657318
1535,5,9.17116641998291,3035.656102657318
1535,9,7.10421347618103,3035.656102657318
1535,17,6.703449487686157,3035.656102657318
1535,33,8.715872526168823,3035.656102657318
1535,64,15.919715642929077,3035.656102657318
1565,2,23.384074449539185,3065.6124353408813
1565,3,13.620266199111938,3065.6124353408813
1565,5,9.454959630966187,3065.6124353408813
1565,9,7.359895944595337,3065.6124353408813
1565,17,6.903745412826538,3065.6124353408813
1565,33,8.895878076553345,3065.6124353408813
1565,64,16.32367992401123,3065.6124353408813
1595,2,23.73529601097107,2799.7508091926575
1595,3,13.915793418884277,2799.7508091926575
1595,5,9.647931575775146,2799.7508091926575
1595,9,7.471842050552368,2799.7508091926575
1595,17,7.039764165878296,2799.7508091926575
1595,33,9.083858966827393,2799.7508091926575
1595,64,16.963865280151367,2799.7508091926575
1625,2,24.635878324508667,3665.5827684402466
1625,3,14.223883152008057,3665.5827684402466
1625,5,9.808087348937988,3665.5827684402466
1625,9,7.57969331741333,3665.5827684402466
1625,17,7.199645042419434,3665.5827684402466
1625,33,9.33583378791809,3665.5827684402466
1625,64,15.224047422409058,3665.5827684402466
1655,2,25.219717502593994,3646.8592398166656
1655,3,14.947863817214966,3646.8592398166656
1655,5,10.115986824035645,3646.8592398166656
1655,9,7.9239888191223145,3646.8592398166656
1655,17,7.411441326141357,3646.8592398166656
1655,33,9.79589295387268,3646.8592398166656
1655,64,16.055803060531616,3646.8592398166656
1685,2,25.724107027053833,4464.536398649216
1685,3,15.5878427028656,4464.536398649216
1685,5,10.168081283569336,4464.536398649216
1685,9,8.011640310287476,4464.536398649216
1685,17,7.683541536331177,4464.536398649216
1685,33,9.943797588348389,4464.536398649216
1685,64,17.109156370162964,4464.536398649216
1715,2,26.51997685432434,4075.7977821826935
1715,3,15.679944276809692,4075.7977821826935
1715,5,10.603941440582275,4075.7977821826935
1715,9,8.391860485076904,4075.7977821826935
1715,17,7.919671535491943,4075.7977821826935
1715,33,10.37970757484436,4075.7977821826935
1715,64,33.76384139060974,4075.7977821826935
1745,2,26.948065519332886,6692.56533241272
1745,3,16.15185236930847,6692.56533241272
1745,5,10.907989263534546,6692.56533241272
1745,9,8.49580693244934,6692.56533241272
1745,17,8.207449436187744,6692.56533241272
1745,33,10.744049072265625,6692.56533241272
1745,64,32.97851347923279,6692.56533241272
1775,2,27.719977378845215,4111.331031799316
1775,3,16.343988180160522,4111.331031799316
1775,5,11.107934951782227,4111.331031799316
1775,9,8.799912929534912,4111.331031799316
1775,17,8.27144479751587,4111.331031799316
1775,33,10.931858777999878,4111.331031799316
1775,64,23.944177865982056,4111.331031799316
1805,2,28.347954750061035,4983.545888662338
1805,3,16.887872219085693,4983.545888662338
1805,5,11.468078136444092,4983.545888662338
1805,9,9.099773406982422,4983.545888662338
1805,17,8.63558578491211,4983.545888662338
1805,33,11.407894134521484,4983.545888662338
1805,64,48.92924475669861,4983.545888662338
1835,2,29.36802625656128,6823.550363302231
1835,3,17.375896692276,6823.550363302231
1835,5,11.911972045898438,6823.550363302231
1835,9,9.395848035812378,6823.550363302231
1835,17,8.939773559570312,6823.550363302231
1835,33,11.84779167175293,6823.550363302231
1835,64,30.668086767196655,6823.550363302231
1865,2,29.991913080215454,5279.7339544296265
1865,3,17.84390640258789,5279.7339544296265
1865,5,12.160083055496216,5279.7339544296265
1865,9,9.727625131607056,5279.7339544296265
1865,17,9.047609329223633,5279.7339544296265
1865,33,12.191795110702515,5279.7339544296265
1865,64,51.07847356796265,5279.7339544296265
1895,2,30.72785997390747,6000.985587835312
1895,3,18.399930477142334,6000.985587835312
1895,5,12.347986936569214,6000.985587835312
1895,9,9.715859651565552,6000.985587835312
1895,17,9.487753629684448,6000.985587835312
1895,33,12.7277672290802,6000.985587835312
1895,64,32.862220287323,6000.985587835312
